Year,Month,Day,Hour,TempC,Type
2014,4,1,0,9.81,scattered clouds
2014,4,1,1,8.68,scattered clouds
2014,4,1,10,1.43,sky is clear
2014,4,1,11,1.63,few clouds
2014,4,1,12,3.29,few clouds
2014,4,1,13,5.33,few clouds
2014,4,1,14,7.2,few clouds
2014,4,1,15,8.8,few clouds
2014,4,1,16,10.51,scattered clouds
2014,4,1,17,12.3,light rain
2014,4,1,18,13.51,light rain
2014,4,1,19,14.5,broken clouds
2014,4,1,2,6.69,scattered clouds
2014,4,1,20,14.9,broken clouds
2014,4,1,21,14.67,overcast clouds
2014,4,1,22,13.44,light rain
2014,4,1,23,11.95,broken clouds
2014,4,1,3,4.92,few clouds
2014,4,1,4,4.04,sky is clear
2014,4,1,5,3.34,sky is clear
2014,4,1,6,2.84,sky is clear
2014,4,1,7,1.92,sky is clear
2014,4,1,8,1.79,sky is clear
2014,4,1,9,1.43,sky is clear
2014,4,10,0,10.96,few clouds
2014,4,10,1,10.03,sky is clear
2014,4,10,10,1.09,sky is clear
2014,4,10,11,1.74,sky is clear
2014,4,10,12,4.83,sky is clear
2014,4,10,13,8.83,sky is clear
2014,4,10,14,10.81,sky is clear
2014,4,10,15,12.3,sky is clear
2014,4,10,16,13.75,few clouds
2014,4,10,17,14.86,few clouds
2014,4,10,18,15.22,few clouds
2014,4,10,19,15.49,few clouds
2014,4,10,2,9.15,sky is clear
2014,4,10,20,15.79,few clouds
2014,4,10,21,15.91,scattered clouds
2014,4,10,22,15.29,few clouds
2014,4,10,23,14.51,moderate rain
2014,4,10,3,8.61,sky is clear
2014,4,10,4,7.77,sky is clear
2014,4,10,5,6.56,sky is clear
2014,4,10,6,4.24,sky is clear
2014,4,10,7,2.32,sky is clear
2014,4,10,8,1.91,sky is clear
2014,4,10,9,1.5,sky is clear
2014,4,11,0,13.52,broken clouds
2014,4,11,1,12.81,broken clouds
2014,4,11,10,10.41,broken clouds
2014,4,11,11,11.07,overcast clouds
2014,4,11,12,12.16,overcast clouds
2014,4,11,13,13.91,overcast clouds
2014,4,11,14,16.3,overcast clouds
2014,4,11,15,18.93,overcast clouds
2014,4,11,16,19.81,overcast clouds
2014,4,11,17,20.86,moderate rain
2014,4,11,18,22.35,moderate rain
2014,4,11,19,22.34,overcast clouds
2014,4,11,2,12.46,broken clouds
2014,4,11,20,21.78,overcast clouds
2014,4,11,21,20.24,overcast clouds
2014,4,11,22,17.82,overcast clouds
2014,4,11,23,16.64,overcast clouds
2014,4,11,3,12.37,broken clouds
2014,4,11,4,12.32,overcast clouds
2014,4,11,5,12.12,overcast clouds
2014,4,11,6,11.64,overcast clouds
2014,4,11,7,11.19,broken clouds
2014,4,11,8,10.68,broken clouds
2014,4,11,9,10.11,broken clouds
2014,4,12,0,16.2,overcast clouds
2014,4,12,1,15.58,broken clouds
2014,4,12,10,8.76,scattered clouds
2014,4,12,11,8.27,light rain
2014,4,12,12,9.68,light rain
2014,4,12,13,12.48,light rain
2014,4,12,14,14.65,few clouds
2014,4,12,15,17.14,scattered clouds
2014,4,12,16,18.79,scattered clouds
2014,4,12,17,20.08,broken clouds
2014,4,12,18,20.97,broken clouds
2014,4,12,19,21.51,broken clouds
2014,4,12,2,14.93,light rain
2014,4,12,20,21.55,scattered clouds
2014,4,12,21,21.16,scattered clouds
2014,4,12,22,19.91,scattered clouds
2014,4,12,23,17.94,scattered clouds
2014,4,12,3,13.97,light rain
2014,4,12,4,13.17,light rain
2014,4,12,5,12.81,overcast clouds
2014,4,12,6,11.83,scattered clouds
2014,4,12,7,10.79,light rain
2014,4,12,8,10.51,light rain
2014,4,12,9,9.55,scattered clouds
2014,4,13,0,15.76,broken clouds
2014,4,13,1,14.56,scattered clouds
2014,4,13,10,9.09,overcast clouds
2014,4,13,11,10.08,overcast clouds
2014,4,13,12,11.75,broken clouds
2014,4,13,13,13.44,broken clouds
2014,4,13,14,15.31,broken clouds
2014,4,13,15,17.09,broken clouds
2014,4,13,16,19.97,broken clouds
2014,4,13,17,21.83,broken clouds
2014,4,13,18,23.72,broken clouds
2014,4,13,19,24.49,broken clouds
2014,4,13,2,13.8,scattered clouds
2014,4,13,20,25.07,broken clouds
2014,4,13,21,25,broken clouds
2014,4,13,22,24.43,light rain
2014,4,13,23,23.33,broken clouds
2014,4,13,3,13.04,scattered clouds
2014,4,13,4,12.07,scattered clouds
2014,4,13,5,11.13,scattered clouds
2014,4,13,6,10.24,scattered clouds
2014,4,13,7,9.34,sky is clear
2014,4,13,8,8.69,broken clouds
2014,4,13,9,9.07,overcast clouds
2014,4,14,0,22.13,broken clouds
2014,4,14,1,20.55,scattered clouds
2014,4,14,10,15.67,broken clouds
2014,4,14,11,15.51,broken clouds
2014,4,14,12,17.09,broken clouds
2014,4,14,13,18.49,broken clouds
2014,4,14,14,19.26,broken clouds
2014,4,14,15,21.6,broken clouds
2014,4,14,16,22.51,broken clouds
2014,4,14,17,22.86,broken clouds
2014,4,14,18,23.55,light rain
2014,4,14,19,24,light rain
2014,4,14,2,19.43,scattered clouds
2014,4,14,20,23.8,broken clouds
2014,4,14,21,23.07,broken clouds
2014,4,14,22,22.19,broken clouds
2014,4,14,23,20.34,broken clouds
2014,4,14,3,18.07,scattered clouds
2014,4,14,4,17.98,scattered clouds
2014,4,14,5,17.1,scattered clouds
2014,4,14,6,16.47,scattered clouds
2014,4,14,7,16.19,scattered clouds
2014,4,14,8,15.68,broken clouds
2014,4,14,9,15.63,broken clouds
2014,4,15,0,19.23,overcast clouds
2014,4,15,1,18.31,overcast clouds
2014,4,15,10,16,light rain
2014,4,15,11,16.56,overcast clouds
2014,4,15,12,16.72,light rain
2014,4,15,13,16.61,light rain
2014,4,15,14,16.57,moderate rain
2014,4,15,15,16.57,light rain
2014,4,15,16,16.46,moderate rain
2014,4,15,17,16.56,moderate rain
2014,4,15,18,16.75,moderate rain
2014,4,15,19,16.82,light rain
2014,4,15,2,17.69,overcast clouds
2014,4,15,20,16.11,light rain
2014,4,15,21,12.1,moderate rain
2014,4,15,22,9.64,moderate rain
2014,4,15,23,7.57,moderate rain
2014,4,15,3,16.76,overcast clouds
2014,4,15,4,16.45,overcast clouds
2014,4,15,5,16.43,light rain
2014,4,15,6,16.42,broken clouds
2014,4,15,7,15.95,overcast clouds
2014,4,15,8,15.76,light rain
2014,4,15,9,16.21,light rain
2014,4,16,0,5.9,light rain
2014,4,16,1,4.31,moderate rain
2014,4,16,10,-0.86,light rain
2014,4,16,11,-1.03,scattered clouds
2014,4,16,12,-0.38,light rain
2014,4,16,13,0.41,light rain
2014,4,16,14,1.93,light rain
2014,4,16,15,2.9,light rain
2014,4,16,16,4.6,light rain
2014,4,16,17,5.6,light rain
2014,4,16,18,6.7,light rain
2014,4,16,19,7.28,light rain
2014,4,16,2,2.57,moderate rain
2014,4,16,20,7.8,light rain
2014,4,16,21,8.08,few clouds
2014,4,16,22,7.93,few clouds
2014,4,16,23,7.27,light rain
2014,4,16,3,1.57,moderate rain
2014,4,16,4,0.99,light rain
2014,4,16,5,0.99,light rain
2014,4,16,6,1.03,light rain
2014,4,16,7,0.84,light rain
2014,4,16,8,0.4,light rain
2014,4,16,9,-0.25,light rain
2014,4,17,0,6.2,light rain
2014,4,17,1,5.04,few clouds
2014,4,17,10,0.91,few clouds
2014,4,17,11,1.2,few clouds
2014,4,17,12,2.51,few clouds
2014,4,17,13,3.84,few clouds
2014,4,17,14,5.13,few clouds
2014,4,17,15,6.18,scattered clouds
2014,4,17,16,7.29,broken clouds
2014,4,17,17,7.77,broken clouds
2014,4,17,18,8.3,broken clouds
2014,4,17,19,8.22,broken clouds
2014,4,17,2,4.08,sky is clear
2014,4,17,20,8.03,broken clouds
2014,4,17,21,7.68,broken clouds
2014,4,17,22,7.32,broken clouds
2014,4,17,23,6.26,light rain
2014,4,17,3,3.41,few clouds
2014,4,17,4,2.67,few clouds
2014,4,17,5,2.41,sky is clear
2014,4,17,6,1.83,sky is clear
2014,4,17,7,1.33,sky is clear
2014,4,17,8,0.86,few clouds
2014,4,17,9,0.74,few clouds
2014,4,18,0,5.05,broken clouds
2014,4,18,1,4.31,scattered clouds
2014,4,18,10,1.01,overcast clouds
2014,4,18,11,1.25,broken clouds
2014,4,18,12,1.95,broken clouds
2014,4,18,13,2.98,broken clouds
2014,4,18,14,4.04,broken clouds
2014,4,18,15,5.35,overcast clouds
2014,4,18,16,6.46,broken clouds
2014,4,18,17,7.16,overcast clouds
2014,4,18,18,7.77,overcast clouds
2014,4,18,19,8.61,overcast clouds
2014,4,18,2,3.77,scattered clouds
2014,4,18,20,9.07,overcast clouds
2014,4,18,21,9.08,overcast clouds
2014,4,18,22,8.64,overcast clouds
2014,4,18,23,8.1,overcast clouds
2014,4,18,3,3.33,scattered clouds
2014,4,18,4,2.72,scattered clouds
2014,4,18,5,2.02,scattered clouds
2014,4,18,6,1.53,broken clouds
2014,4,18,7,1.25,overcast clouds
2014,4,18,8,1.16,overcast clouds
2014,4,18,9,1.09,overcast clouds
2014,4,19,0,6.89,overcast clouds
2014,4,19,1,6.18,overcast clouds
2014,4,19,10,3.31,broken clouds
2014,4,19,11,4.06,broken clouds
2014,4,19,12,6.96,broken clouds
2014,4,19,13,10.49,scattered clouds
2014,4,19,14,12.91,broken clouds
2014,4,19,15,15.05,broken clouds
2014,4,19,16,16.27,broken clouds
2014,4,19,17,16.8,broken clouds
2014,4,19,18,17.68,broken clouds
2014,4,19,19,18.38,broken clouds
2014,4,19,2,5.69,overcast clouds
2014,4,19,20,18.81,broken clouds
2014,4,19,21,18.61,broken clouds
2014,4,19,22,18.1,broken clouds
2014,4,19,23,16.93,broken clouds
2014,4,19,3,5.2,overcast clouds
2014,4,19,4,4.96,overcast clouds
2014,4,19,5,4.7,overcast clouds
2014,4,19,6,4.19,overcast clouds
2014,4,19,7,4,overcast clouds
2014,4,19,8,3.58,overcast clouds
2014,4,19,9,3.69,broken clouds
2014,4,2,0,9.48,scattered clouds
2014,4,2,1,8.08,scattered clouds
2014,4,2,10,3.52,overcast clouds
2014,4,2,11,3.76,overcast clouds
2014,4,2,12,4.24,overcast clouds
2014,4,2,13,5.81,overcast clouds
2014,4,2,14,6.55,light rain
2014,4,2,15,7.4,light rain
2014,4,2,16,7.76,light rain
2014,4,2,17,8.4,light rain
2014,4,2,18,9.05,light rain
2014,4,2,19,9.79,overcast clouds
2014,4,2,2,7.12,few clouds
2014,4,2,20,10.56,broken clouds
2014,4,2,21,11.32,broken clouds
2014,4,2,22,11.57,scattered clouds
2014,4,2,23,9.71,few clouds
2014,4,2,3,6.05,sky is clear
2014,4,2,4,5.31,sky is clear
2014,4,2,5,4.76,sky is clear
2014,4,2,6,4.02,sky is clear
2014,4,2,7,3.58,few clouds
2014,4,2,8,3.23,few clouds
2014,4,2,9,3.37,broken clouds
2014,4,20,0,15.27,broken clouds
2014,4,20,1,13.79,broken clouds
2014,4,20,10,6.88,broken clouds
2014,4,20,11,6.87,broken clouds
2014,4,20,12,8.13,broken clouds
2014,4,20,13,9.34,sky is clear
2014,4,20,14,9.86,sky is clear
2014,4,20,15,10.76,sky is clear
2014,4,20,16,10.79,scattered clouds
2014,4,20,17,12.55,broken clouds
2014,4,20,18,12.97,broken clouds
2014,4,20,19,12.89,scattered clouds
2014,4,20,2,12.4,scattered clouds
2014,4,20,20,12.62,scattered clouds
2014,4,20,21,12.05,scattered clouds
2014,4,20,22,11.24,scattered clouds
2014,4,20,23,9.87,scattered clouds
2014,4,20,3,11.48,broken clouds
2014,4,20,4,10.81,broken clouds
2014,4,20,5,10.21,broken clouds
2014,4,20,6,9.72,sky is clear
2014,4,20,7,8.36,scattered clouds
2014,4,20,8,8.12,scattered clouds
2014,4,20,9,7.56,broken clouds
2014,4,21,0,8.52,scattered clouds
2014,4,21,1,7.17,scattered clouds
2014,4,21,10,1.28,few clouds
2014,4,21,11,2,scattered clouds
2014,4,21,12,5.77,few clouds
2014,4,21,13,8.98,scattered clouds
2014,4,21,14,10.76,broken clouds
2014,4,21,15,13.61,broken clouds
2014,4,21,16,15.18,scattered clouds
2014,4,21,17,17.01,scattered clouds
2014,4,21,18,17.9,few clouds
2014,4,21,19,18.98,few clouds
2014,4,21,2,6.34,scattered clouds
2014,4,21,20,18.81,scattered clouds
2014,4,21,21,18.2,scattered clouds
2014,4,21,22,17.16,broken clouds
2014,4,21,23,15.39,broken clouds
2014,4,21,3,5.32,few clouds
2014,4,21,4,4.26,few clouds
2014,4,21,5,3.53,few clouds
2014,4,21,6,3.04,few clouds
2014,4,21,7,2.37,sky is clear
2014,4,21,8,1.83,few clouds
2014,4,21,9,1.34,sky is clear
2014,4,22,0,13.3,scattered clouds
2014,4,22,1,11.69,scattered clouds
2014,4,22,10,7.44,broken clouds
2014,4,22,11,8.04,broken clouds
2014,4,22,12,10.69,broken clouds
2014,4,22,13,12.49,broken clouds
2014,4,22,14,15.08,overcast clouds
2014,4,22,15,17.23,overcast clouds
2014,4,22,16,18.91,broken clouds
2014,4,22,17,20.31,broken clouds
2014,4,22,18,21.08,broken clouds
2014,4,22,19,21.58,broken clouds
2014,4,22,2,10.87,scattered clouds
2014,4,22,20,20.73,overcast clouds
2014,4,22,21,18.22,light rain
2014,4,22,22,17.51,light rain
2014,4,22,23,17.07,overcast clouds
2014,4,22,3,10.09,scattered clouds
2014,4,22,4,9.23,scattered clouds
2014,4,22,5,8.66,broken clouds
2014,4,22,6,8.26,broken clouds
2014,4,22,7,7.91,broken clouds
2014,4,22,8,7.34,broken clouds
2014,4,22,9,7.36,broken clouds
2014,4,23,0,16.45,overcast clouds
2014,4,23,1,16.11,broken clouds
2014,4,23,10,9.85,light rain
2014,4,23,11,9.52,light rain
2014,4,23,12,9.73,broken clouds
2014,4,23,13,10.15,light rain
2014,4,23,14,10.67,light rain
2014,4,23,15,10.91,overcast clouds
2014,4,23,16,12,light rain
2014,4,23,17,12.91,broken clouds
2014,4,23,18,13.5,broken clouds
2014,4,23,19,14.38,broken clouds
2014,4,23,2,15.31,overcast clouds
2014,4,23,20,14.84,broken clouds
2014,4,23,21,13.93,broken clouds
2014,4,23,22,12.54,scattered clouds
2014,4,23,23,10.3,scattered clouds
2014,4,23,3,14.4,broken clouds
2014,4,23,4,13.68,scattered clouds
2014,4,23,5,13.35,scattered clouds
2014,4,23,6,13.01,few clouds
2014,4,23,7,12.7,overcast clouds
2014,4,23,8,12.03,overcast clouds
2014,4,23,9,10.9,overcast clouds
2014,4,24,0,8.77,broken clouds
2014,4,24,1,7.88,broken clouds
2014,4,24,10,5.05,sky is clear
2014,4,24,11,5.38,sky is clear
2014,4,24,12,6.36,sky is clear
2014,4,24,13,7.18,sky is clear
2014,4,24,14,9.33,sky is clear
2014,4,24,15,11.02,sky is clear
2014,4,24,16,13.42,few clouds
2014,4,24,17,13.74,scattered clouds
2014,4,24,18,14.79,few clouds
2014,4,24,19,15.61,few clouds
2014,4,24,2,7.37,overcast clouds
2014,4,24,20,15.99,few clouds
2014,4,24,21,16,few clouds
2014,4,24,22,15.7,few clouds
2014,4,24,23,14.8,few clouds
2014,4,24,3,7.06,overcast clouds
2014,4,24,4,6.56,few clouds
2014,4,24,5,6.2,few clouds
2014,4,24,6,6.02,few clouds
2014,4,24,7,5.81,few clouds
2014,4,24,8,5.62,sky is clear
2014,4,24,9,5.34,sky is clear
2014,4,25,0,13.4,few clouds
2014,4,25,1,12.13,few clouds
2014,4,25,10,4.17,broken clouds
2014,4,25,11,5.72,broken clouds
2014,4,25,12,8.29,broken clouds
2014,4,25,13,10.79,broken clouds
2014,4,25,14,12.41,broken clouds
2014,4,25,15,13.91,broken clouds
2014,4,25,16,15.16,broken clouds
2014,4,25,17,16.08,broken clouds
2014,4,25,18,16.12,broken clouds
2014,4,25,19,15.92,broken clouds
2014,4,25,2,11.41,few clouds
2014,4,25,20,15.14,broken clouds
2014,4,25,21,13.71,broken clouds
2014,4,25,22,12.75,broken clouds
2014,4,25,23,11.71,broken clouds
2014,4,25,3,10.38,few clouds
2014,4,25,4,9.78,sky is clear
2014,4,25,5,8.5,sky is clear
2014,4,25,6,7.47,sky is clear
2014,4,25,7,6.8,sky is clear
2014,4,25,8,5.89,sky is clear
2014,4,25,9,5.16,few clouds
2014,4,26,0,10.25,light rain
2014,4,26,1,10,light rain
2014,4,26,10,7.48,moderate rain
2014,4,26,11,7.6,moderate rain
2014,4,26,12,7.95,moderate rain
2014,4,26,13,9.38,light rain
2014,4,26,14,11.38,light rain
2014,4,26,15,13.77,light rain
2014,4,26,16,15.43,light rain
2014,4,26,17,16.8,scattered clouds
2014,4,26,18,18.24,scattered clouds
2014,4,26,19,18.31,broken clouds
2014,4,26,2,9.61,light rain
2014,4,26,20,17.52,light rain
2014,4,26,21,15.13,light rain
2014,4,26,22,12.61,light rain
2014,4,26,23,11.12,light rain
2014,4,26,3,9.39,light rain
2014,4,26,4,9.21,light rain
2014,4,26,5,8.98,moderate rain
2014,4,26,6,8.56,moderate rain
2014,4,26,7,8.02,heavy intensity rain
2014,4,26,8,7.69,moderate rain
2014,4,26,9,7.59,moderate rain
2014,4,27,0,9.95,moderate rain
2014,4,27,1,9.23,light rain
2014,4,27,10,6.87,few clouds
2014,4,27,11,7.67,few clouds
2014,4,27,12,8.94,scattered clouds
2014,4,27,13,10.31,few clouds
2014,4,27,14,11.2,light rain
2014,4,27,15,11.86,broken clouds
2014,4,27,16,12.72,broken clouds
2014,4,27,17,13.06,broken clouds
2014,4,27,18,13.6,broken clouds
2014,4,27,19,13.74,broken clouds
2014,4,27,2,9.38,light rain
2014,4,27,20,13.56,light rain
2014,4,27,21,13.55,broken clouds
2014,4,27,22,13.38,broken clouds
2014,4,27,23,12.8,broken clouds
2014,4,27,3,9.41,light rain
2014,4,27,4,9.19,overcast clouds
2014,4,27,5,8.79,light rain
2014,4,27,6,8.37,few clouds
2014,4,27,7,7.84,light rain
2014,4,27,8,7.31,light rain
2014,4,27,9,7.03,few clouds
2014,4,28,0,12.19,broken clouds
2014,4,28,1,11.53,broken clouds
2014,4,28,10,5.15,broken clouds
2014,4,28,11,6.03,broken clouds
2014,4,28,12,8.27,scattered clouds
2014,4,28,13,10.55,scattered clouds
2014,4,28,14,11.78,broken clouds
2014,4,28,15,13.27,broken clouds
2014,4,28,16,14.51,broken clouds
2014,4,28,17,15.4,broken clouds
2014,4,28,18,16.73,broken clouds
2014,4,28,19,17.36,broken clouds
2014,4,28,2,10.96,broken clouds
2014,4,28,20,17.7,broken clouds
2014,4,28,21,17.54,broken clouds
2014,4,28,22,16.96,broken clouds
2014,4,28,23,15.78,light rain
2014,4,28,3,10.05,scattered clouds
2014,4,28,4,9.19,scattered clouds
2014,4,28,5,8.47,few clouds
2014,4,28,6,7.77,few clouds
2014,4,28,7,7.12,sky is clear
2014,4,28,8,6.3,sky is clear
2014,4,28,9,5.39,sky is clear
2014,4,29,0,14.56,overcast clouds
2014,4,29,1,13.47,overcast clouds
2014,4,29,10,8.93,overcast clouds
2014,4,29,11,8.54,overcast clouds
2014,4,29,12,8.37,overcast clouds
2014,4,29,13,7.9,sky is clear
2014,4,29,14,8.3,sky is clear
2014,4,29,15,8.76,sky is clear
2014,4,29,16,9.48,overcast clouds
2014,4,29,17,9.95,overcast clouds
2014,4,29,18,9.4,overcast clouds
2014,4,29,19,10.2,overcast clouds
2014,4,29,2,12.73,overcast clouds
2014,4,29,20,9.99,overcast clouds
2014,4,29,21,9.32,overcast clouds
2014,4,29,22,9.26,overcast clouds
2014,4,29,23,8.74,overcast clouds
2014,4,29,3,12.01,overcast clouds
2014,4,29,4,11.38,overcast clouds
2014,4,29,5,10.58,overcast clouds
2014,4,29,6,10,overcast clouds
2014,4,29,7,9.34,overcast clouds
2014,4,29,8,9.23,overcast clouds
2014,4,29,9,9.03,overcast clouds
2014,4,3,0,9.06,broken clouds
2014,4,3,1,7.42,scattered clouds
2014,4,3,10,6.34,overcast clouds
2014,4,3,11,5.98,broken clouds
2014,4,3,12,7.16,broken clouds
2014,4,3,13,8.86,broken clouds
2014,4,3,14,10.28,scattered clouds
2014,4,3,15,12.31,scattered clouds
2014,4,3,16,14.04,scattered clouds
2014,4,3,17,15.42,scattered clouds
2014,4,3,18,16.85,broken clouds
2014,4,3,19,17.27,broken clouds
2014,4,3,2,6.51,scattered clouds
2014,4,3,20,17.56,broken clouds
2014,4,3,21,17.23,broken clouds
2014,4,3,22,16.21,overcast clouds
2014,4,3,23,14.49,overcast clouds
2014,4,3,3,5.86,scattered clouds
2014,4,3,4,5.17,scattered clouds
2014,4,3,5,4.76,broken clouds
2014,4,3,6,5.07,overcast clouds
2014,4,3,7,5.54,overcast clouds
2014,4,3,8,5.84,overcast clouds
2014,4,3,9,6.16,overcast clouds
2014,4,30,0,7.9,light rain
2014,4,30,1,7.49,light rain
2014,4,30,10,6.19,heavy intensity rain
2014,4,30,11,6.34,heavy intensity rain
2014,4,30,12,6.67,heavy intensity rain
2014,4,30,13,6.75,heavy intensity rain
2014,4,30,14,7.02,heavy intensity rain
2014,4,30,15,7.33,heavy intensity rain
2014,4,30,16,7.58,heavy intensity rain
2014,4,30,17,7.88,heavy intensity rain
2014,4,30,18,8.62,heavy intensity rain
2014,4,30,19,8.76,heavy intensity rain
2014,4,30,2,6.76,light rain
2014,4,30,20,9.36,heavy intensity rain
2014,4,30,21,9.97,very heavy rain
2014,4,30,22,10.56,very heavy rain
2014,4,30,23,11.17,very heavy rain
2014,4,30,3,7.35,moderate rain
2014,4,30,4,6.18,moderate rain
2014,4,30,5,6.33,moderate rain
2014,4,30,6,6.04,moderate rain
2014,4,30,7,6.33,moderate rain
2014,4,30,8,6.19,moderate rain
2014,4,30,9,6.48,heavy intensity rain
2014,4,4,0,12.51,overcast clouds
2014,4,4,1,11.82,overcast clouds
2014,4,4,10,5.44,light rain
2014,4,4,11,5.21,light rain
2014,4,4,12,5.07,light rain
2014,4,4,13,5.22,light rain
2014,4,4,14,5.59,light rain
2014,4,4,15,5.69,light rain
2014,4,4,16,5.41,light rain
2014,4,4,17,5.35,light rain
2014,4,4,18,5.26,light rain
2014,4,4,19,5.19,light rain
2014,4,4,2,10.91,light rain
2014,4,4,20,4.89,light rain
2014,4,4,21,4.52,light rain
2014,4,4,22,4.47,light rain
2014,4,4,23,4.28,light rain
2014,4,4,3,9.15,light rain
2014,4,4,4,7.75,moderate rain
2014,4,4,5,7.23,light rain
2014,4,4,6,6.81,light rain
2014,4,4,7,6.45,light rain
2014,4,4,8,6.06,light rain
2014,4,4,9,5.65,light rain
2014,4,5,0,4.26,moderate rain
2014,4,5,1,4.44,light rain
2014,4,5,10,4.37,overcast clouds
2014,4,5,11,4.64,overcast clouds
2014,4,5,12,5.66,scattered clouds
2014,4,5,13,7.81,light rain
2014,4,5,14,10.1,light rain
2014,4,5,15,10.06,light rain
2014,4,5,16,9.88,broken clouds
2014,4,5,17,10.37,broken clouds
2014,4,5,18,10.94,broken clouds
2014,4,5,19,11.68,scattered clouds
2014,4,5,2,4.31,light rain
2014,4,5,20,11.52,scattered clouds
2014,4,5,21,11.03,scattered clouds
2014,4,5,22,10.15,scattered clouds
2014,4,5,23,8.99,scattered clouds
2014,4,5,3,4.28,light rain
2014,4,5,4,4.23,moderate rain
2014,4,5,5,4.03,light rain
2014,4,5,6,4.11,light rain
2014,4,5,7,4.31,overcast clouds
2014,4,5,8,4.34,overcast clouds
2014,4,5,9,4.36,light rain
2014,4,6,0,7.45,scattered clouds
2014,4,6,1,6.31,few clouds
2014,4,6,10,0.99,sky is clear
2014,4,6,11,0.87,sky is clear
2014,4,6,12,2.52,sky is clear
2014,4,6,13,4.12,sky is clear
2014,4,6,14,6.12,sky is clear
2014,4,6,15,7.78,sky is clear
2014,4,6,16,9.33,sky is clear
2014,4,6,17,11.08,sky is clear
2014,4,6,18,12.71,sky is clear
2014,4,6,19,13.89,sky is clear
2014,4,6,2,5.52,few clouds
2014,4,6,20,14.87,light rain
2014,4,6,21,15.2,few clouds
2014,4,6,22,14.73,scattered clouds
2014,4,6,23,12.33,broken clouds
2014,4,6,3,4.85,few clouds
2014,4,6,4,4.15,few clouds
2014,4,6,5,3.44,sky is clear
2014,4,6,6,2.86,sky is clear
2014,4,6,7,2.45,sky is clear
2014,4,6,8,1.75,sky is clear
2014,4,6,9,1.32,sky is clear
2014,4,7,0,9.78,broken clouds
2014,4,7,1,8.44,scattered clouds
2014,4,7,10,2.69,broken clouds
2014,4,7,11,2.5,overcast clouds
2014,4,7,12,4.09,overcast clouds
2014,4,7,13,5.86,overcast clouds
2014,4,7,14,7.45,overcast clouds
2014,4,7,15,8.33,overcast clouds
2014,4,7,16,9.39,overcast clouds
2014,4,7,17,10.21,overcast clouds
2014,4,7,18,10.28,overcast clouds
2014,4,7,19,9.8,overcast clouds
2014,4,7,2,6.99,scattered clouds
2014,4,7,20,9.09,light rain
2014,4,7,21,8.47,moderate rain
2014,4,7,22,7.18,moderate rain
2014,4,7,23,6.72,moderate rain
2014,4,7,3,5.96,few clouds
2014,4,7,4,5.23,few clouds
2014,4,7,5,4.48,scattered clouds
2014,4,7,6,4.01,broken clouds
2014,4,7,7,3.51,broken clouds
2014,4,7,8,3.05,overcast clouds
2014,4,7,9,2.83,overcast clouds
2014,4,8,0,6.89,moderate rain
2014,4,8,1,7.05,moderate rain
2014,4,8,10,8.36,moderate rain
2014,4,8,11,8.57,moderate rain
2014,4,8,12,8.97,light rain
2014,4,8,13,9.66,light rain
2014,4,8,14,11.68,light rain
2014,4,8,15,13.94,light rain
2014,4,8,16,16.04,light rain
2014,4,8,17,17.07,light rain
2014,4,8,18,17.77,light rain
2014,4,8,19,17.23,broken clouds
2014,4,8,2,7.34,moderate rain
2014,4,8,20,16.45,light rain
2014,4,8,21,15.74,light rain
2014,4,8,22,15.01,broken clouds
2014,4,8,23,14.08,broken clouds
2014,4,8,3,7.48,light rain
2014,4,8,4,7.38,light rain
2014,4,8,5,7.35,light rain
2014,4,8,6,7.78,light rain
2014,4,8,7,7.96,light rain
2014,4,8,8,8.03,light rain
2014,4,8,9,8.35,moderate rain
2014,4,9,0,12.9,scattered clouds
2014,4,9,1,11.97,scattered clouds
2014,4,9,10,4.92,sky is clear
2014,4,9,11,5.01,few clouds
2014,4,9,12,7.17,few clouds
2014,4,9,13,9.76,few clouds
2014,4,9,14,11.55,scattered clouds
2014,4,9,15,13.1,scattered clouds
2014,4,9,16,14.07,scattered clouds
2014,4,9,17,14.8,scattered clouds
2014,4,9,18,15.32,light rain
2014,4,9,19,15.44,light rain
2014,4,9,2,10.44,scattered clouds
2014,4,9,20,15.18,broken clouds
2014,4,9,21,14.63,broken clouds
2014,4,9,22,13.62,few clouds
2014,4,9,23,12.87,few clouds
2014,4,9,3,9.62,scattered clouds
2014,4,9,4,9.02,scattered clouds
2014,4,9,5,8.25,few clouds
2014,4,9,6,7.3,sky is clear
2014,4,9,7,6.7,sky is clear
2014,4,9,8,6.33,sky is clear
2014,4,9,9,5.68,sky is clear
2014,5,1,0,10.59,moderate rain
2014,5,1,1,11.59,moderate rain
2014,5,1,10,14.87,heavy intensity rain
2014,5,1,11,15.13,heavy intensity rain
2014,5,1,12,15.75,heavy intensity rain
2014,5,1,13,15.9,heavy intensity rain
2014,5,1,14,16.4,heavy intensity rain
2014,5,1,15,16.8,heavy intensity rain
2014,5,1,16,17.33,heavy intensity rain
2014,5,1,17,17.77,heavy intensity rain
2014,5,1,18,17.43,heavy intensity rain
2014,5,1,19,18.12,heavy intensity rain
2014,5,1,2,11.4,moderate rain
2014,5,1,20,18.04,heavy intensity rain
2014,5,1,21,16.71,heavy intensity rain
2014,5,1,22,17.05,heavy intensity rain
2014,5,1,23,16.14,heavy intensity rain
2014,5,1,3,12.51,heavy intensity rain
